placeId,reviewNumber,rating,text,title,userContributions,userLocation,publishedDate,stayDate
342102,10,5,"Loved the old world ambiance and the waiters were personable and knowledgeable of the menu. I ordered the fettuccini with shrimp and a martini, both were top notch. Next time I visit the area I will definitely be back!","Best itialian restaurant",11,"Windsor, California",13feb2019,31jan2019
342102,11,4,"Still good after all these years.... same flavor rich preparations. The only difference is that I can no longer finish everything at one sitting... so I end up with an extra snack or a lunch to bring home.
Service is good, but not outstanding. 
Loved this restaurant more when they had a location closer to where I live.
Like everywhere else, prices have gone up.
","Sunday dinner with the family",1040,"San Jose, California",01jan2019,31dec2018
342108,0,5,"Four of us dined at Chez TJ to celebrate a birthday and 2 anniversaries.  Our evening was amazing.  We enjoyed the fixed price tasting menu with matched wine pairings.  Each course was a masterpiece and the wine pairings were perfect.  Very special!","Amazing Dinner",58,"Bellingham, Washington",19aug2019,31aug2019
342108,1,1,"Fuimos a cenar en pareja con altas expectativas puesto que estamos ante un restaurante con estrella Michelin, nos habían hablado bien del sitio y las opiniones que habíamos leído no parecían malas... Sin embargo fue una decepción total. Comida carísima, platos escasos e insípidos y una selección de vinos a cual peor (al menos la que te ofrecen por maridar el menú).

Cuando vas dispuesto a pagar tanto dinero por comer bien, te esperas salir de la cena habiendo disfrutando de una experiencia gastronómica única. Nada más lejos de la realidad que te encuentras en este restaurante. Nos sentimos timados, literalmente. 

No pongo en duda la calidad de los productos, pero de verdad que los platos que nos pusieron fueron un chasco total, sin gracia, sin sabor... y casi hay que dar las gracias de que las raciones fuesen pequeñas porque no sé si habríamos podido terminar unos platos tan malos de tamaño normal. No se salvó ninguno, ni tan siquiera el postre.

En cualquier otro restaurante de Mountain View se come mucho mejor. Me parece abusivo el precio por persona del menú (mas de 400$) y de verdad que siento ser tan dura, pero hubiese agradecido mucho leer algo así antes de gastarme tanto dinero en un sitio que no merece la pena.","Timo en Mountain View. Nada recomendable",23,"Madrid, Spain",22jul2019,31jul2019
342108,2,5,"An excellent choice for the very best in a culiary adventure in the Bay Area. Cloistered in a neighborhood filled with crass development, this restaurant in a cozy home offers adventurous menus, magnificent wines, and excellent service. ","Elegance and refinement",14,"Palo Alto, California",12may2019,31jan2019
342108,3,4,"This was my first Michelin Star restaurant and overall I had a pretty good time!  

Location:  It's actually in downtown Mountain View next to one of my favorite casual Ramen spots (Ryowa) and Verde Tea Cafe.  I've gone here so many times and did not even notice this place!  It's a 19th century house that is converted into a restaurant.  Street parking only and there was free Valet parking in an adjacent lot that was being tested by the city so I don't know how long it will be free.  I came on a Saturday at 6:00pm and didn't have trouble finding parking but I think it would be harder if you came later.

Ambiance:  The restaurant is in a converted house.  It's nice/clean inside but I didn't get a ""Wow"" factor from other expensive restaurants I've been to so that was a downside.  If you like eating in an old school house, this might be the place for you.  We ate towards the front of the restaurant with views of the sidewalk.  The room itself was kind of small my opinion.

Food:  It was a 9-10 course menu (how did other reviewers get up to 16?).  They don't tell you what the menu is up front so you can enjoy each dish as a ""surprise"" when it comes.  You'll get the full menu at the end of the meal so you can remember what you ate. They do check if you have any allergies or preferences before they serve the dishes which is good as my girlfriend did not want any cilantro in her dishes.   There is also add ons you can do: (1) Wagyu Beef + $120 each, (2) Truffle +$45 each.  Those are the ones I remember but there might be one more.  I opted for the Truffle option and I'm glad I did because I never had fresh truffle shaven over pasta before and it was a unique experience.  The meal takes 3hrs+ so be prepared for a LONG dinner.  This might be one of the longest dinners I've been to so just keep that in mind.

Other than that, the food is pretty good.  Everything tasted pretty organic and a lot of the ingredients came from their own garden that you can take a tour of if you want to.  Highlights of the meal were the hand-made sourdough bread with garlic and flower shaped butter,  Lamb/Lobster main course, and the John Dory with Sea Urchin fish course.  The portion sizes for me were a bit small for me (6ft 200 lbs) but it was fine for my girlfriend.

Service: Big shoutout to our main sever as well as all the helpers who filled the water and cleared the plates.  Impeccable service and what I expect from a Michelin Star restaurant.

In summary, this was a great first Michelin Star experience but I'm knocking off one-star since the decor/style of the restaurant isn't really my style. Everything else is spot on though.   Happy Food-ing!","First Michelin Star Experience!",9,"Fremont, California",25mar2019,31mar2019
342108,4,4,"I was pleasantly surprised during my visit to Chez TJ and came back wondering - why only one Michelin star?

The place is perfect for a romantic dinner although the price point with wine makes it a special occasion destination for most.  The courses and food are plentiful and I felt I could not eat anymore.  There were additional entrees featuring truffles - I’m not sure how I would have managed to eat any more.

The wine pairings were appropriate and well explained - although I’m not a white wine fan.

The service was very good and attentive.  While not the Three Michelin Star kind, I still wondered why this restaurant was not deserving of at least two.

All in all, a great place to go.  I’d give 4.5 stars if I could.","Very good food, attentive service",16,"Redwood City, California",23jan2019,31jan2019
342109,0,4,"Food was good. I ate at the bar. The customer service was good as well. Would like to see some of the lunch time specials offered in the evening for dinner. ","Good eats",5,"",21aug2019,31aug2019
342109,1,5,"We, 4 of us went for dinner, the food was good, pleasant server, and nice atmosphere.  For the prices, the food was really not that valuable.  1 thumbs up on this place.","Pretty Good, Not Great",9,"Palm Springs, United States",08aug2019,31jul2019
342109,2,3,"Went here on a Sat for dinner. All of the staff showed good courtesy in taking care of the guests. Our waiter did a great enthusiastic job, We ordered 1) Wor won ton soup. Let me make this simple, they don't know how to make soup. It was colored water with very little won tons or for that matter anything else. Do yourself a favor just skip the soup 2) Singapore black pepper chicken was good but the quantity was so little, It comes with brown rice and 3) Signature Lo mein, which tasted good and the quantity was good. Most dishes were fairly mild and if you needed it spicy you have to let them know. For this price I could have a much better prepared traditional fare dinner at dozens of places within a 5 mile radius.","Moderately expensive Chinese food",62,"",06aug2019,31aug2019
342109,3,1,"This is a place lacking in ability to handle food allergies so I suggest completely avoiding coming here if you have food allergies. The gluten free options are limited and they soak all the meat in eggs and put oyster sauce in all their sauces. If you ask them to prepare a dish without gluten and shellfish be prepared to have the waiter come and return three times with contrasting information and then speak with two managers and then have them put a plate with chicken fried in potato starch with nothing else (no salt, pepper, etc) on a plate and place it in front of you. I told the manager that I would not serve that to my dog. They finally did find some gluten free soy sauce and fried the chicken in it with vegetables but only after every single other person was done with their meal. No one removed dirty dishes. No one came with the check. I finally asked the hostess for the check. They did not remove that meal as they certainly should have. Horrid management. Awful. Avoid.","Don’t Bother",447,"San Francisco, California",14jun2019,30jun2019
342109,4,4,"Had a great evening dinner with family. Food was fresh and delicious. The servers were courteous and efficient.","Good food, interesting drinks , great service !",12,"Sunnyvale, California",26may2019,31may2019
342109,5,2,"Have been to PFC @ Stanford and it is better than this Sunnyvale location.  At both places the food is very good to exquisite.  We love the filet mignon stir fry, sesame chicken, and fried rice.

With reference to this Sunnyvale location::

1.  There's no sound-proofing.  The ceiling is reflective, hence it is noisy everywhere inside the dining room.
2.  The speakers and equalization is very poor.  The sound is flat and muffled and too loud.  The ""music"" was not consistent with the cuisine, and it was too difficult to converse among ourselves.
3.  If you go to the patio tables, there's a 60 cycle hum from the coiled heaters above, and
4.  The hard bench seats outside are uncomfortable.  There's no back support because the hard backs are at too great of an angle.  So plan on leaning forward on this hard bench, and... 
5.  The lighting on the patio is poor at night.
6.  They gave us only one empty plate each, and it was way too small.... about 6"" x 8"".    

The food is excellent and the staff so pleasant, but unless and until these six points are improved, we do not plan on returning to this location.","Delicious food, but not a good environment:  Noisy, poor muffled music, uncomfortable seats, etc.",22,"Mountain View, California",01apr2019,31mar2019
342109,6,5,"The appetizers were great and the staff was very attentive. thye were very good about ordering and letting me know how long it would arrive","FRIENDLY AND ATTENTIVE STAFF",1,"",28mar2019,31jan2019
342109,7,5,"Great for a cocktail and appetizers. You u can start at the bar for a snack and then mosie over to the dining room if you’re not already stuffed!","Appetizers at PF Chang’s Sunnyvale,,CA",6,"Sunnyvale, California",24mar2019,30nov2018
342109,8,2,"Went here for our anniversary dinner.  All the waiters seemed like they were completely uninterested in doing their job and could barely muster a smile when we said we were celebrating our anniversary.  We had champagne with dinner.  The food was good as it always is at PFC but the servers were not.  Maybe there was no manager on duty that night?  Will not be back to this location ever.  I encourage the management to contact me regarding our experience but doubt they will be interested enough...","Anniversary dinner ruined...",8,"",22mar2019,31jan2019
342109,9,1,"If you like ambiance more than good food, and at absurdly high prices, then this is the place for you.  There are much better Chinese restaurants in the bay area.  Both better food and reasonable prices.","Ripoff",16,"Sunnyvale, California",13jan2019,31mar2018
342116,0,5,"An excellent spread of north Indian cuisine and enjoyed by seniors and juniors alike. Children get choice of deserts to cap it all while the seniors start with starters that are really authentic. Food was warm and attractively positioned in the buffet.","Amber for authentic Lunch",13,"",08sep2019,31may2019
342116,1,2,"I have been here twice and have had different experience. On one occasion the food was closest to back home however on another it was not up to mark. Paneer was not soft, the chicken curry did not have the spice/taste etc. On the whole - it's pricey and I would rather go to rasa than here for authentic Indian food. Overall - I am disappointed with the quality of Indian food in South Bay.","Indian restaurant",8,"",08sep2019,31may2019
342116,2,5,"When I returned to the Bay Area in 1996 (to Monte Sereno), after living out of state for 5.5 years, and previously living in Berkeley, I wanted to get some info on the best Indian cuisine in the South Bay.  On my flight home in 1996, I sat next to an Indian gentleman living in Cupertino, so I asked him.  His response was ""Amber India, hands down!""

Since 1996 I have eaten at Amber India multiple times, and used it for take out a bunch more.  Their gosht vindaloo, butter chicken, saag palak paneer, samosa, naan, biryanis - all wonderful!  Service is excellent, ambiance is great.

I have sampled a few other Indian restaurants over the past 13 years (Sakoon in Mountain View on Castro is quite good), but Amber India is still the Queen and my go to place for Indian cuisine.","1st Rate Indian Restaurant!",26,"Mountain View, California",04sep2019,31jul2019
342116,3,4,"The restaurant serves North Indian food. The food is excellent, the service is prompt. Staff friendly is courteous and obliging. It is a vegetarian and family friendly restaurant. Noise level is low. Outdoor sitting is available and appeared to be quite nice with heaters. Pricing is consistent with the area restaurants.","Another Ambar in Lost Altos",58,"San Jose, California",11aug2019,31aug2019
342116,4,4,"With my wife, son, daughter, daughter in law, grandson I reached the Amber India Restaurant Los Altos. Table was booked from before. My daughter in law hosted the party. Different members ordered variety of dishes. However, we shared and could taste all the dishes. Among cocktail I ordered ‘Indian Rain’ which I liked.
Few photos are attached.","Amber India Restaurant Los Altos",114,"Kolkata (Calcutta), India",09aug2019,30jun2019
342116,5,5,"I went to Amber and the Indian food was good with lots of variety.
They had a buffet for both veg n non-veg along with some sweets and the taste was great.","Great Indian Food",3,"Mountain View, California",30jul2019,31jul2019
342116,6,5,"I am a frequent customer to Amber and find the food fresh, tasty and authentic. Our family gettogethers happen only at Amber and deserve a pat on their back.","Authentic Indian cuisine",2,"",02jul2019,31may2019
342116,7,4,"Foods are good but  expensive and some dishes are salty.  Had to drink a lot of water after every meal","Good food",20,"San Jose, California",06jun2019,30sep2018
342116,8,3,"I love amber and the butter chicken is out of this world. But Amber continues to raise prices and be stratospheric when the bill finally comes.
These days there are alternatives such as Zareens that are same amazing food at half the price. ","Too expensive even for great food. ",124,"Los Altos, California",04jun2019,30jun2019
342116,9,4,"Was invited to a business dinner here .
It’s the best Indian food by far, so much so, that the new Indian consul general 
Came here for an intro business dinner.
Warm, intimate interior... we will return

Great vegetarian options. Truly the tastiest, most colorful authentic Indian food.
Lots of parking in back.","Best Indian food by far",566,"Palo Alto, California",21mar2019,31mar2019
342116,10,4,"I have been to this place many times and generally the food quality is consisent.  The service level is also consistent in this place.  Both are above average, although I would not rate exceptional.  The lunch buffet in this place is also good and has good variety.  The price is on the higher side.  The new address (same El Camino Real, but now Los Altos), has much bigger place than before, so it is somewhat manageable to get a table without too much wait.  Overall, good place to go.","Reasonable Indian food...",30,"Los Altos, California",09jan2019,31jan2019
342119,0,4,"Brought the grands here for dinner.  Little one (7) likes their pasta shells with butter and cheese on the kids menu.   Bigger one eats a large order of pasta with pesto sauce.   I got a mini cheese pizza.  My hubby got linguini with marinara sauce and hot sausage.   All was good.   A new addition to my he place....robots helping the server.   He took the order and the robot brought the drinks.   I asked for rolls and the robot brought them.  Hope the robot doesn’t replace the waiter all together.  Kids (as well as adults) were enjoying watching the robot deliver!","Great family dinner",719,"Palo Alto, California",07apr2019,30apr2019
342119,1,5,"I ordered online, the Baked Penne Pasta with Eggplant and bread.  I was a few minutes late due to traffic, but no worries, they had my order in a warming bin.  The food was really delicious and was packaged well for take-out.  Reasonably priced and good service at the take-out counter.  I would definitely order from them again.","Delicious Italian take-out",129,"Orlando, Florida",18mar2019,31mar2019
342119,2,3,"Lately the quality has deteriorated, pizza is too thin and often burned and very salty. More expensive than Papa John and Domino.","Average restaurant",30,"Mountain View, California",12feb2019,31jan2019
342126,0,5,"This is the spot for a classic (and classy!) meal with perfect wine pairings. The staff are knowledgeable and professional. They make you feel at home and so welcome! ","Elegant and delicous!",14,"",03sep2019,31oct2018
342126,1,5,"One of the best Italian restaurants around.  My favorite is their Linguini and Clams in a white wine sauce.  You can also order it in a red sauce too.  The happy hours is excellent with Oysters on the half shell, along with their drinks for half price...But my favorite appetizer is their calamari.  They offer outdoor seating on a nice summer day. But in Sunnyvale most days are excellent.  That's why they call it ""Sunnyvale.""","Great Italian cuisine",6,"",13aug2019,31jul2019
342126,2,3,"Based on reviews I read, decided to try this place on a recent Wednesday evening (was on a work trip).  I ordered a salad, a glass of wine and ravioli (pretty simple).  My wine arrived quickly, along with some bread and olive oil.  Soon after, my ravioli arrived.  The ravioli was nothing special, and there was A LOT of it.  As soon as I saw the portion, I knew I'd need a ""carryout box"".  I wondered where my salad was, but didn't see the waitress for awhile.  When she came back, she asked if ""we"" wanted anything else (a pet peeve- to say ""we"" when one clearly means ""you"").  She also asked if I was ""done working on the ravioli"".  I was going to tell her she forgot to bring the hammer and chisel for the ""work"", but decided against it.  When I told her I was done, she left and brought the bill.  As you can guess, the bill included the salad.  Upon my pointing that out, she said' Well, I can still bring it to you if you'd like it now"".  I replied ""Are you serious?  No thank you"".  
So, to me, the service was terrible and the food was just average.  I am wondering if people rave about this place because of the huge portions.  I am unimpressed with mass quantity.  I like some quality thrown in there as well.
Wouldn't return to this place.  Too many other great places in this part of California.","What I ordered was not delivered",15,"Saint Louis, Missouri",15jul2019,31jul2019
342126,3,5,"Had a great meal with calamari and half portion of pasta.  The pasta dishes are large but and option of half price for smaller dish is worth the three dollar extra charge.  Good menu for drinks.  Wine and beer options are plentiful.","Large portions mean take home lots of food",200,"Sunnyvale, California",23jun2019,30jun2019
342126,4,4,"My husband and I visited this place for dinner.  I liked the casualness of this place.  The staff were friendly and we were seated immediately (without reservations around 7 pm).  I had the penne pasta with chicken and broccoli cooked in white wine sauce.  The portion size was generous and the dish was well made.  I enjoyed it.  My husband had the vegetarian calzone.  He enjoyed it and said that he would have it again.  It was his first time having the calzone.  The free bread offered was okay (not as good as the Cheesecake Factory's).
Overall, we enjoyed our first visit to Il Postale and would visit this place again.","Casual place with decent food",140,"San Francisco",04may2019,30apr2019
342126,5,4,"We haven't been in to Il Postale in a while and it was good. I had the gnocchi with pesto and my husband had the grilled pork chop special. There was a lot of gnocchi with lots of pesto. The olives complimented it well and the roasted red peppers were good too. You couldn't really taste the artichoke hearts though. The pork chop was thin with good flavor but a little overcooked. The potatoes and guacamole that came with it were good. ","Tasty",432,"Sunnyvale, California",08mar2019,31mar2019
342126,6,4,"For awhile this restaurant was not very good but it has improved greatly.
The food was very good and the service much better.","Better than before",209,"San Francisco, California",12feb2019,31jan2019
342126,7,1,"There is absolutely nothing redeeming about this restaurant.  The male Asian waiter essentially shouts across the entire restaurant when interacting with the table, forgets what you ordered.  The Calzone completely lacks seasoning, and no better than something from the frozen food section of a grocery store.  Embarrassing for an Italian restaurant.  Prices are excessively high for a place with no ambience, especially the cocktails.  The room needs acoustical buffering, as the noise level from patrons is unbearable.","Would Never Go Back",56,"Mountain View, California",31jan2019,31jan2019
342126,8,5,"Wen es nach Sunnyvale verirrt, der sollte das Lokal aufsuchen - nett, laut, Italienisch - auf jeden Fall reservieren für den Abend. Die Küche ist sehr vielseitig, kreativ und mit der Fusion aus California und Italien ein Genuss. Ich liebe die Weine, die Atmosphäre, das Ambiente.","Italian - originale - with a special Californian touch",14,"",15jan2019,31aug2018
342135,0,5,"This charming and well known eatery offers a delightful wholesome and satisfying meal . The menu is full of tempting dishes of pasta , salads , and paninis and super delicious eats . The upscale eatery located  on Castro is popular and reservations on weekends  are advised . The service , food , location and the pleasant  interiors  are pleasing .,Rates. Are high but worth your money . 
","The great Italian pride in foods .,",1833,"Bengaluru, India",05sep2019,31aug2019
342135,1,3,"I attended a business event that was held in the restaurant's large private room. I believe the chicken entree that was offered was the Pollo ai Carciofi. It was a good, cooked like you would expect for traditional Italian dining.  The spumoni ice cream was also good.

I would consider eating here the next time I'm in the area and interested in traditional Italian food.","Good comfort food",109,"Los Altos, California",12feb2019,31jan2019
342135,2,5,"We were delighted with the food and service on our visit.  The fresh, crusty bread started our meal.  The pasta with salmon special was delicious.  We finished our meal with a fabulous tiramisu that was creamy, light, and beautifully presented.  The server was very attentive, without being intrusive.","Good food with excellent service",32,"Louisville, Kentucky",05feb2019,31jan2019
342135,3,5,"In the heart of Silicon Valley a respite catering to the old way, is Ristorante Don Giovanni. Fine old Chianti’s sets the mood and Italian food done they way Momma would approve, takes you home. 

Professional attentive Italian waiters work a large business gathering with skill, but what they love most, the Romantic candle lit dinner for two.  Family friendly locals favorite, and one of my favorite Italian restaurants all around.   Leave your iPhone at home and enjoy the ambiance. ","Old World Italian",18,"Jacksonville Beach, Florida",03feb2019,28feb2019
342196,0,4,"A lot of choices on the main drag in Mountain View but this one caught our eye so we stopped in on a Monday night. A small place and they had a party in, but they had tables and sat us quickly. The service was good and the food was very good. Authentic Mexican with lots of veg options. Very reasonably priced... a good choice.","Good choice ",451,"Geneseo, New York",20may2019,31may2019
342298,0,4,"Nice, simple Thai cuisine restaurant , good for a family visit. Nice seating, quick service. Parking can be a challenge in the evenings","Thai restaurant at Mountain view",94,"Pune, India",18jul2019,31jul2019
342298,1,4,"Heerlijk gegeten, vlotte bediening. Voor ons was de keuze gevallen op de Broccoli Beef en de Prawns Curry, dit laatste gerecht opgediend in een halve ananas. Te lekker om ook maar iets van te laten staan. Een echte aanrader! Zeker te weten dat we hier vaker gaan eten.","Heerlijk gegeten uitgebalanceerde smaak en vriendelijke bediening, een echte aanrader",24,"Borger, The Netherlands",04jun2019,30jun2019
342298,2,5,"We chose this spot to have dinner on a Wednesday and the place was packed. 

To start off we ordered the Thai Iced Tea and Coffee (highly recommend everyone to try this). For Appetizers, the Vegetable Spring Rolls were the pick of the lot. The Tom Kha soup was one of the best we have had. 

The Mains were all impressive with special mentions to the Black Pepper Tofu, Chef’s Special Eggplant Curry and The Green Curry. 

If you’re in the Mountainview area and want some good Thai food, this is the place to visit. ","One of the best Thai restaurants in Mountainview",24,"Chennai (Madras), India",19may2019,31may2019
342298,3,3,"Had afternoon lunch, just before their closing hour. We ordered several dishes but they all came together since the kitchen was closing for the afternoon. The service appeared hurried. The food was fine; nothing exceptional.","Good Thai",58,"San Jose, California",11may2019,31may2019
342298,4,3,"普通のタイ料理屋です。
味も普通です。サービスも普通です。
メニューの品数は多いのですが、何か足りない感じがします。個人的には、ワンタン揚げや、海老せんべい等は普通にあって欲しいと思いました。","普通のタイ料理屋さん",139,"",15feb2019,28feb2019
342298,5,4,"Amarin has very good Thai food in MV. They can get  busy. I recommend the Tom Khi or Tom Yum soup, the both normal chicken or seafood or veggie. They have roti with peanut sauce is very good. Many main courses, cashew chicken or the Thai BBQ Chicken, Tiger Cry or Honey Beef. They have many other dishes as well. Deserts are a little light, But Mountain View has many dessert places near by, A creeps place down the Csstro.","Trip to Thai",41,"San Jose, California",13feb2019,31oct2018
350026,0,3,"Came here for dinner.  Ordered the Chinese Chicken Salad pot stickers the Tao Tao beef and vegetables.  While we were eating the food tasted great but when we got back to the hotel it was obvious something was wrong I was on the toilet all night never been so sick.  The Chinese Chicken was the culprit.   Too bad everything else was great.  Not sure I’d go back","Food tasted good but got food poising ",56,"Fort Dick, California",15aug2019,31aug2019
350026,1,5,"Some of the Best Chinese chicken Salad around their Tao Tao Beef which melts in your mouth.  If you want a strong and delicious Mai Tai  try one out.  Tao Tao is known for this Libation...!","Chinese Chicken Salad",6,"",13aug2019,31jul2019
350026,2,5,"The service was excellent and the food was totally wonderlicious.  Be sure to try their Tao Tao beef, you will love it.","Tao Tao has the best Chinese food ever!",9,"Mtn. View, CA",08may2019,31dec2018
350027,0,4,"I had dinner at Country Gourmet with my parents. It's one of their go to restaurants. I had the chicken enchiladas, my dad had spinach pappardelle and my mom had quiche and a side salad. The enchiladas were very tasty. The enchilada sauce is flavorful and seems to be made from scratch. There's a lot of chicken and cheese. They come with avocado, beans and some lettuce on the side.","Always enjoyable",432,"Sunnyvale, California",06may2019,31may2019
350027,1,4,"I had dinner with my parents at Country Gourmet. We've eaten there many times before. I had the roast turkey sandwich, my dad had coq a vin and my mom had lemon chicken. My sandwich was very good. The apple chutney with the melted brie was great with the turkey. My dad said the bacon added nice flavor to the coq a vin. My mom enjoyed the lemon chicken. ","Good food in a casual setting ",432,"Sunnyvale, California",24mar2019,31mar2019
350027,2,4,"We met family from out of town for dinner at the Country Gourmet. Standing in line to place our order wasn’t great for members of our family that couldn’t decide what they wanted while there was an impatient line of other people behind us.. Talk about pressure!

They gave us a table for 8 in the back in front of the windows which was great! We could actually hear each other and visited for an hour undisturbed. 

The food was ok and the menu is versatile for many diets. I would go back but it would be best for one member of the group to order if possible.","Great Restaurant for family occasions ",254,"Orlando, Florida",15mar2019,31mar2019
350027,3,5,"We have visited Country Gourmet more times than planned as we know we will always get consistently good food.
The dishes are cooked to order and when busy you may have to wait, but, it is worth the wait. 
I absolutely love their signature pancakes, freshly cooked using egg whites and very light. With a serving of maple syrup, over easy fried egg, fresh orange juice and bacon you are set up for the day.
The surroundings and decor are homely. The service is good and there is always a ‘line’ or queue at peak times.
A good place to go for relaxed dining and if you have a few generations of family within a group.","Home cooked dishes in a relaxed environment",59,"Derby, United Kingdom",03mar2019,31mar2019
