placeId,name,address,priceLevel,rating,cuisine0,cuisine1,cuisine2,cuisine3,cuisine4,cuisine5,cuisine6,cuisine7,latitude,longitude,numberOfReviews,webUrl
5454079,Abundant Air Cafe,"1901 Embarcadero Rd Ste 104, Palo Alto, CA 94303-3312",$,4,,,,,,,,,37.45436,-122.11516,7,https://www.tripadvisor.com/Restaurant_Review-g32849-d5454079-Reviews-Abundant_Air_Cafe-Palo_Alto_California.html
924678,Ace of Sandwiches,"3864 El Camino Real, Palo Alto, CA 94306-3316",,4.5,,,,,,,,,37.41701,-122.13119,11,https://www.tripadvisor.com/Restaurant_Review-g32849-d924678-Reviews-Ace_of_Sandwiches-Palo_Alto_California.html
7389285,Ada's Cafe,"3700 Middlefield Rd Adjacent to the Library, Palo Alto, CA 94303-4714",$$ - $$$,4.5,Cafe,,,,,,,,37.423306,-122.11359,9,https://www.tripadvisor.com/Restaurant_Review-g32849-d7389285-Reviews-Ada_s_Cafe-Palo_Alto_California.html
1490725,Adamson's French Dip,"806 W El Camino Real, Sunnyvale, CA 94087-1153",$$ - $$$,4.5,American,,,,,,,,37.36996,-122.04172,64,https://www.tripadvisor.com/Restaurant_Review-g33146-d1490725-Reviews-Adamson_s_French_Dip-Sunnyvale_California.html
4294686,Agave,"194 Castro St, Mountain View, CA 94041-1202",$$ - $$$,4,Mexican,Latin,Vegetarian Friendly,,,,,,37.39395,-122.07891,49,https://www.tripadvisor.com/Restaurant_Review-g32761-d4294686-Reviews-Agave-Mountain_View_California.html
12609195,Agora Greek & Mediterranean Cuisine,"1152 San Carlos Ave, San Carlos, CA 94070-2418",,4,Mediterranean,Greek,,,,,,,37.50703,-122.26105,8,https://www.tripadvisor.com/Restaurant_Review-g33011-d12609195-Reviews-Agora_Greek_Mediterranean_Cuisine-San_Carlos_California.html
7132749,AhiSushi Hibachi,"1784 Broadway St, Redwood City, CA 94063-2404",$$ - $$$,3.5,Sushi,Asian,Japanese,,,,,,37.4871,-122.22307,11,https://www.tripadvisor.com/Restaurant_Review-g32956-d7132749-Reviews-AhiSushi_Hibachi-Redwood_City_California.html
357302,Akane Japanese Restaurant,"250 3rd St, Los Altos, CA 94022-3617",$$ - $$$,4.5,Japanese,Sushi,Asian,,,,,,37.37783,-122.11505,50,https://www.tripadvisor.com/Restaurant_Review-g32653-d357302-Reviews-Akane_Japanese_Restaurant-Los_Altos_California.html
3229349,Alana's Cafe,"1020 Main St, Redwood City, CA 94063-1911",$$ - $$$,4.5,American,Cafe,Vegetarian Friendly,Vegan Options,Gluten Free Options,,,,37.483482,-122.22648,92,https://www.tripadvisor.com/Restaurant_Review-g32956-d3229349-Reviews-Alana_s_Cafe-Redwood_City_California.html
2561482,Aldo,"388 Main St, Los Altos, CA 94022-2805",$$ - $$$,4.5,Italian,Vegetarian Friendly,,,,,,,37.37811,-122.11771,48,https://www.tripadvisor.com/Restaurant_Review-g32653-d2561482-Reviews-Aldo-Los_Altos_California.html
7303545,Alexander's Patisserie,"209 Castro St, Mountain View, CA 94041-1203",$$ - $$$,4,Cafe,European,,,,,,,37.393658,-122.07903,68,https://www.tripadvisor.com/Restaurant_Review-g32761-d7303545-Reviews-Alexander_s_Patisserie-Mountain_View_California.html
511424,Alice's Restaurant,"17288 Skyline Blvd, Woodside, CA 94062-5707",$$ - $$$,4,Bar,American,Vegetarian Friendly,,,,,,37.386703,-122.26519,268,https://www.tripadvisor.com/Restaurant_Review-g33292-d511424-Reviews-Alice_s_Restaurant-Woodside_California.html
13956770,Alice's Smokehouse,"570 N Shoreline Blvd Suite F Bailey Park Plaza, Mountain View, CA 94043-3103",$$ - $$$,2,American,Fast Food,Barbecue,Healthy,,,,,37.40281,-122.07914,2,https://www.tripadvisor.com/Restaurant_Review-g32761-d13956770-Reviews-Alice_s_Smokehouse-Mountain_View_California.html
2456613,Alison Bakery,"4131 El Camino Real Suite 104, Palo Alto, CA 94306-4089",,4,Cafe,,,,,,,,37.41319,-122.12512,1,https://www.tripadvisor.com/Restaurant_Review-g32849-d2456613-Reviews-Alison_Bakery-Palo_Alto_California.html
547427,Alpine Inn,"3915 Alpine Rd at Arastradero Rd., Portola Valley, CA 94028-8001",$,4,American,Bar,Pub,,,,,,37.38217,-122.19366,48,https://www.tripadvisor.com/Restaurant_Review-g32919-d547427-Reviews-Alpine_Inn-Portola_Valley_California.html
342298,Amarin Thai Cuisine,"174 Castro St, Mountain View, CA 94041-1202",$$ - $$$,4,Asian,Thai,Vegetarian Friendly,Vegan Options,Gluten Free Options,,,,37.3943,-122.07892,143,https://www.tripadvisor.com/Restaurant_Review-g32761-d342298-Reviews-Amarin_Thai_Cuisine-Mountain_View_California.html
12920590,Amazing Wok Chinese Restaurant,"1653 Laurel St, San Carlos, CA 94070-5216",$$ - $$$,4,Chinese,,,,,,,,37.49467,-122.24686,1,https://www.tripadvisor.com/Restaurant_Review-g33011-d12920590-Reviews-Amazing_Wok_Chinese_Restaurant-San_Carlos_California.html
5494438,Amber Cafe,"600 W El Camino Real, Mountain View, CA 94040-2508",$,4,,,,,,,,,37.38509,-122.08189,12,https://www.tripadvisor.com/Restaurant_Review-g32761-d5494438-Reviews-Amber_Cafe-Mountain_View_California.html
2518997,Amber Dhara,"150 University Ave, Palo Alto, CA 94301-1631",$$ - $$$,4,Indian,Vegetarian Friendly,Vegan Options,Gluten Free Options,,,,,37.44394,-122.16303,85,https://www.tripadvisor.com/Restaurant_Review-g32849-d2518997-Reviews-Amber_Dhara-Palo_Alto_California.html
8813303,Amber India,"4926 El Camino Real, Los Altos, CA 94022-1409",,4,Indian,,,,,,,,37.397408,-122.10769,6,https://www.tripadvisor.com/Restaurant_Review-g32653-d8813303-Reviews-Amber_India-Los_Altos_California.html
342116,Amber India Restaurant,"2290 W El Camino Real Ste 9, Mountain View, CA 94040-1632",$$ - $$$,4,Indian,Vegetarian Friendly,Vegan Options,,,,,,37.397274,-122.10773,245,https://www.tripadvisor.com/Restaurant_Review-g32761-d342116-Reviews-Amber_India_Restaurant-Mountain_View_California.html
4765670,Ambience,"132 State St, Los Altos, CA 94022-2810",$$$$,4.5,,,,,,,,,37.380096,-122.11565,30,https://www.tripadvisor.com/Restaurant_Review-g32653-d4765670-Reviews-Ambience-Los_Altos_California.html
870092,American Italian Delicatessen,"139 Main St, Los Altos, CA 94022-2912",$,4,Italian,Deli,,,,,,,37.37965,-122.11457,9,https://www.tripadvisor.com/Restaurant_Review-g32653-d870092-Reviews-American_Italian_Delicatessen-Los_Altos_California.html
4643654,Amici's East Coast Pizzeria,"880 Santa Cruz Avenue, Menlo Park, CA 94025",$$ - $$$,4,Italian,Pizza,Vegetarian Friendly,,,,,,37.45028,-122.186035,34,https://www.tripadvisor.com/Restaurant_Review-g32704-d4643654-Reviews-Amici_s_East_Coast_Pizzeria-Menlo_Park_California.html
342119,Amici's East Coast Pizzeria,"790 Castro St, Mountain View, CA 94041-2015",$$ - $$$,4,Pizza,Italian,Vegetarian Friendly,,,,,,37.387383,-122.08338,93,https://www.tripadvisor.com/Restaurant_Review-g32761-d342119-Reviews-Amici_s_East_Coast_Pizzeria-Mountain_View_California.html
363755,Amici's East Coast Pizzeria,"226 Redwood Shores Pkwy, Redwood City, CA 94065-1100",$$ - $$$,4,Pizza,Italian,Vegetarian Friendly,,,,,,37.521862,-122.251526,69,https://www.tripadvisor.com/Restaurant_Review-g32956-d363755-Reviews-Amici_s_East_Coast_Pizzeria-Redwood_City_California.html
3387495,Amigos Grill Cocina Mexicana y Cantina,"3130 Alpine Rd Ste 290, Portola Valley, CA 94028-7549",$$ - $$$,4,Mexican,,,,,,,,37.40139,-122.1934,31,https://www.tripadvisor.com/Restaurant_Review-g32919-d3387495-Reviews-Amigos_Grill_Cocina_Mexicana_y_Cantina-Portola_Valley_California.html
1999055,Anatolian Kitchen,"2323 Birch Street, Palo Alto, CA 94306",$$ - $$$,4,Mediterranean,Middle Eastern,Turkish,Vegetarian Friendly,Vegan Options,,,,37.427895,-122.14461,75,https://www.tripadvisor.com/Restaurant_Review-g32849-d1999055-Reviews-Anatolian_Kitchen-Palo_Alto_California.html
1938461,Angelicas,"863 Main St, Redwood City, CA 94063-1901",$$ - $$$,4.5,American,Vegetarian Friendly,Vegan Options,Gluten Free Options,,,,,37.4855,-122.22592,237,https://www.tripadvisor.com/Restaurant_Review-g32956-d1938461-Reviews-Angelicas-Redwood_City_California.html
368865,Angelo Mio,"820 Santa Cruz Ave, Menlo Park, CA 94025-4610",$$ - $$$,4,Italian,Vegetarian Friendly,,,,,,,37.45082,-122.18553,37,https://www.tripadvisor.com/Restaurant_Review-g32704-d368865-Reviews-Angelo_Mio-Menlo_Park_California.html
932139,Ann's Coffee Shop,"772 Santa Cruz Ave, Menlo Park, CA 94025-4514",$,4,American,Cafe,Diner,,,,,,37.45128,-122.18513,47,https://www.tripadvisor.com/Restaurant_Review-g32704-d932139-Reviews-Ann_s_Coffee_Shop-Menlo_Park_California.html
13545021,Annachikadai,"80 W El Camino Real, Mountain View, CA 94040-2672",$$ - $$$,4.5,Indian,,,,,,,,37.38172,-122.07489,6,https://www.tripadvisor.com/Restaurant_Review-g32761-d13545021-Reviews-Annachikadai-Mountain_View_California.html
3786200,Antonio's Nut House,"321 S California Ave, Palo Alto, CA 94306-1830",$,3.5,Bar,Pub,,,,,,,37.427105,-122.14387,41,https://www.tripadvisor.com/Restaurant_Review-g32849-d3786200-Reviews-Antonio_s_Nut_House-Palo_Alto_California.html
3315527,Applebee's,"1135 Veterans Blvd, Redwood City, CA 94063-2036",$$ - $$$,3.5,American,Bar,Pub,,,,,,37.48981,-122.22346,39,https://www.tripadvisor.com/Restaurant_Review-g32956-d3315527-Reviews-Applebee_s-Redwood_City_California.html
364545,Applewood 2-Go,"989 El Camino Real, Menlo Park, CA 94025-4809",,4.5,Pizza,Italian,,,,,,,37.45257,-122.18169,11,https://www.tripadvisor.com/Restaurant_Review-g32704-d364545-Reviews-Applewood_2_Go-Menlo_Park_California.html
13960892,Arbuckle Dining Pavilion,"655 Knight Way Stanford Graduate School of Business, Stanford, CA 94305-7216",,5,Cafe,Healthy,,,,,,,37.427917,-122.16176,1,https://www.tripadvisor.com/Restaurant_Review-g1927729-d13960892-Reviews-Arbuckle_Dining_Pavilion-Stanford_California.html
357330,Armadillo Willy's BBQ,"1031 N San Antonio Rd, Los Altos, CA 94022-1323",$$ - $$$,4,American,Barbecue,Gluten Free Options,,,,,,37.400394,-122.113945,107,https://www.tripadvisor.com/Restaurant_Review-g32653-d357330-Reviews-Armadillo_Willy_s_BBQ-Los_Altos_California.html
357286,Armadillo Willy's Ranch Grill,"1031 N San Antonio Rd, Los Altos, CA 94022-1323",$$ - $$$,4,American,Barbecue,Steakhouse,,,,,,37.40038,-122.1138,29,https://www.tripadvisor.com/Restaurant_Review-g32653-d357286-Reviews-Armadillo_Willy_s_Ranch_Grill-Los_Altos_California.html
10207948,Aroy Thai Bistro,"320 University Ave, Palo Alto, CA 94301-1715",$$ - $$$,4,Asian,Thai,Vegetarian Friendly,,,,,,37.446262,-122.16121,17,https://www.tripadvisor.com/Restaurant_Review-g32849-d10207948-Reviews-Aroy_Thai_Bistro-Palo_Alto_California.html
4035268,Arya Steakhouse,"885 Middlefield Rd, Redwood City, CA 94063-1672",$$ - $$$,4,Steakhouse,Persian,Vegetarian Friendly,,,,,,37.48536,-122.22881,50,https://www.tripadvisor.com/Restaurant_Review-g32956-d4035268-Reviews-Arya_Steakhouse-Redwood_City_California.html
12899487,Asa,"242 State St, Los Altos, CA 94022-2813",$$ - $$$,4.5,Spanish,Vegetarian Friendly,,,,,,,37.379505,-122.11686,35,https://www.tripadvisor.com/Restaurant_Review-g32653-d12899487-Reviews-Asa-Los_Altos_California.html
2648423,Asian Box,"855 El Camino Real Town & Country Shopping Center, Palo Alto, CA 94301",$,4,Asian,Fast Food,Thai,Vietnamese,Vegetarian Friendly,Vegan Options,Gluten Free Options,,37.43868,-122.15982,40,https://www.tripadvisor.com/Restaurant_Review-g32849-d2648423-Reviews-Asian_Box-Palo_Alto_California.html
4363781,Asian Box,"142 Castro St, Mountain View, CA 94041",$,4.5,Asian,Chinese,Vegetarian Friendly,Vegan Options,,,,,37.39461,-122.078705,34,https://www.tripadvisor.com/Restaurant_Review-g32761-d4363781-Reviews-Asian_Box-Mountain_View_California.html
15163190,Asya,"773 Laurel St, San Carlos, CA 94070-3113",,4,,,,,,,,,37.50438,-122.25817,1,https://www.tripadvisor.com/Restaurant_Review-g33011-d15163190-Reviews-Asya-San_Carlos_California.html
6372409,Ava's Downtown Market and Deli,"340 Castro St, Mountain View, CA 94041-1206",$$ - $$$,4.5,Deli,,,,,,,,37.39197,-122.08041,22,https://www.tripadvisor.com/Restaurant_Review-g32761-d6372409-Reviews-Ava_s_Downtown_Market_and_Deli-Mountain_View_California.html
4714635,Avanti Pizza Fresh Pasta,"3536 Alameda de Las Pulgas, Menlo Park, CA 94025-6567",$$ - $$$,4.5,Pizza,Italian,,,,,,,37.43184,-122.20232,10,https://www.tripadvisor.com/Restaurant_Review-g32704-d4714635-Reviews-Avanti_Pizza_Fresh_Pasta-Menlo_Park_California.html
799417,Aya Sushi,"1070 Holly St, San Carlos, CA 94070-2536",$$ - $$$,4.5,Japanese,Sushi,Asian,,,,,,37.50963,-122.26099,14,https://www.tripadvisor.com/Restaurant_Review-g33011-d799417-Reviews-Aya_Sushi-San_Carlos_California.html
3505092,B'Zu Cafe,"186 Castro St, Mountain View, CA 94041-1202",,4,Mediterranean,,,,,,,,37.39422,-122.07904,1,https://www.tripadvisor.com/Restaurant_Review-g32761-d3505092-Reviews-B_Zu_Cafe-Mountain_View_California.html
1068333,Back A Yard Caribbean American Grill,"1189 Willow Rd, Menlo Park, CA 94025-1616",$,4.5,Caribbean,Jamaican,,,,,,,37.4727,-122.15493,71,https://www.tripadvisor.com/Restaurant_Review-g32704-d1068333-Reviews-Back_A_Yard_Caribbean_American_Grill-Menlo_Park_California.html
3668535,Back Yard Coffee Company,"965 Brewster Ave, Redwood City, CA 94063-1511",$,4,Cafe,,,,,,,,37.48744,-122.2352,9,https://www.tripadvisor.com/Restaurant_Review-g32956-d3668535-Reviews-Back_Yard_Coffee_Company-Redwood_City_California.html
3379831,Bagel Street Cafe,"746 Santa Cruz Ave, Menlo Park, CA 94025-4514",$,4.5,,,,,,,,,37.4514,-122.18505,8,https://www.tripadvisor.com/Restaurant_Review-g32704-d3379831-Reviews-Bagel_Street_Cafe-Menlo_Park_California.html
2525583,Bagel Street Cafe,"1049 El Monte Ave Ste E, Mountain View, CA 94040-2398",,4,Deli,,,,,,,,37.38984,-122.09537,7,https://www.tripadvisor.com/Restaurant_Review-g32761-d2525583-Reviews-Bagel_Street_Cafe-Mountain_View_California.html
4570523,Baja Fresh,"3990 El Camino Real, Palo Alto, CA 94306-3335",,3.5,Mexican,,,,,,,,37.41561,-122.12883,10,https://www.tripadvisor.com/Restaurant_Review-g32849-d4570523-Reviews-Baja_Fresh-Palo_Alto_California.html
923120,Bajis Cafe,"2423 Old Middlefield Way Ste A, Mountain View, CA 94043-2362",$$ - $$$,4,American,Cafe,Diner,Vegetarian Friendly,,,,,37.414623,-122.09808,47,https://www.tripadvisor.com/Restaurant_Review-g32761-d923120-Reviews-Bajis_Cafe-Mountain_View_California.html
4680662,Bamboo Garden,"108 S Rengstorff Ave, Mountain View, CA 94040-1721",$$ - $$$,3.5,Chinese,,,,,,,,37.40333,-122.09743,8,https://www.tripadvisor.com/Restaurant_Review-g32761-d4680662-Reviews-Bamboo_Garden-Mountain_View_California.html
469073,Bangkok Bay,"825 El Camino Real, Redwood City, CA 94063-1562",$$ - $$$,4,Asian,Thai,Vegetarian Friendly,,,,,,37.48602,-122.23442,39,https://www.tripadvisor.com/Restaurant_Review-g32956-d469073-Reviews-Bangkok_Bay-Redwood_City_California.html
368898,Bangkok Cuisine,"407 Lytton Ave, Palo Alto, CA 94301-1532",$$ - $$$,3.5,Asian,Thai,,,,,,,37.44815,-122.16163,16,https://www.tripadvisor.com/Restaurant_Review-g32849-d368898-Reviews-Bangkok_Cuisine-Palo_Alto_California.html
859669,Bangkok Spoon,"702 Villa St, Mountain View, CA 94041-1327",$$ - $$$,4.5,Asian,Thai,,,,,,,37.39362,-122.07793,14,https://www.tripadvisor.com/Restaurant_Review-g32761-d859669-Reviews-Bangkok_Spoon-Mountain_View_California.html
8321459,Bare Bowls,"530 Emerson St, Palo Alto, CA 94301-1607",$$ - $$$,4.5,Healthy,,,,,,,,37.44413,-122.16237,9,https://www.tripadvisor.com/Restaurant_Review-g32849-d8321459-Reviews-Bare_Bowls-Palo_Alto_California.html
5045004,Baskin-Robbins,"703 E El Camino Real, Mountain View, CA 94040-2833",$,4,Fast Food,,,,,,,,37.37554,-122.06323,4,https://www.tripadvisor.com/Restaurant_Review-g32761-d5045004-Reviews-Baskin_Robbins-Mountain_View_California.html
2518940,Baskin-Robbins,"1249 W El Camino Real, Mountain View, CA 94040-2401",,3.5,,,,,,,,,37.38782,-122.08896,11,https://www.tripadvisor.com/Restaurant_Review-g32761-d2518940-Reviews-Baskin_Robbins-Mountain_View_California.html
8320455,Baskin-Robbins,"1501 El Camino Real, Redwood City, CA 94063-1938",$,4,American,,,,,,,,37.480892,-122.2276,4,https://www.tripadvisor.com/Restaurant_Review-g32956-d8320455-Reviews-Baskin_Robbins-Redwood_City_California.html
3513222,Baskin-Robbins,"1648 El Camino Real, San Carlos, CA 94070-5208",,4.5,,,,,,,,,37.495083,-122.24641,5,https://www.tripadvisor.com/Restaurant_Review-g33011-d3513222-Reviews-Baskin_Robbins-San_Carlos_California.html
5059220,Baskin-Robbins,"2107 Roosevelt Ave, Redwood City, CA 94061-1351",,4.5,American,,,,,,,,37.46617,-122.240814,7,https://www.tripadvisor.com/Restaurant_Review-g32956-d5059220-Reviews-Baskin_Robbins-Redwood_City_California.html
4614074,Baskin-Robbins,"2615 Middlefield Rd, Palo Alto, CA 94306-2516",,4,Cafe,,,,,,,,37.43401,-122.1302,1,https://www.tripadvisor.com/Restaurant_Review-g32849-d4614074-Reviews-Baskin_Robbins-Palo_Alto_California.html
4642230,Baskin-Robbins,"863 Santa Cruz Ave, Menlo Park, CA 94025-4609",$,4,American,,,,,,,,37.45023,-122.18532,4,https://www.tripadvisor.com/Restaurant_Review-g32704-d4642230-Reviews-Baskin_Robbins-Menlo_Park_California.html
4660901,Baskin-Robbins 31 Ice Cream & Yogurt Store,"264 State St, Los Altos, CA 94022-2813",$,4,,,,,,,,,37.37952,-122.11719,17,https://www.tripadvisor.com/Restaurant_Review-g32653-d4660901-Reviews-Baskin_Robbins_31_Ice_Cream_Yogurt_Store-Los_Altos_California.html
1910920,Baume,"201 S California Ave, Palo Alto, CA 94306-1912",$$$$,4,French,,,,,,,,37.4282,-122.14306,44,https://www.tripadvisor.com/Restaurant_Review-g32849-d1910920-Reviews-Baume-Palo_Alto_California.html
634725,Bay 223,"223 Twin Dolphin Dr, Redwood City, CA 94065-1414",$$$$,4,French,Gluten Free Options,,,,,,,37.5236,-122.26088,69,https://www.tripadvisor.com/Restaurant_Review-g32956-d634725-Reviews-Bay_223-Redwood_City_California.html
15245111,Bazille,"550 Stanford Shopping Ctr, Palo Alto, CA 94304-1421",,4,,,,,,,,,37.439102,-122.17352,2,https://www.tripadvisor.com/Restaurant_Review-g32849-d15245111-Reviews-Bazille-Palo_Alto_California.html
7243339,Belcampo Meat Co,"855 El Camino Real Ste 161, Palo Alto, CA 94301-2305",,5,Steakhouse,Deli,,,,,,,37.43844,-122.159,2,https://www.tripadvisor.com/Restaurant_Review-g32849-d7243339-Reviews-Belcampo_Meat_Co-Palo_Alto_California.html
13433825,Bell Tower Cafe,"680 Fremont Ave Rancho Shopping Center, Los Altos, CA 94024-4812",$$ - $$$,4.5,Cafe,,,,,,,,37.36182,-122.09888,7,https://www.tripadvisor.com/Restaurant_Review-g32653-d13433825-Reviews-Bell_Tower_Cafe-Los_Altos_California.html
4652304,Ben Franks No 2,"491 El Camino Real, Redwood City, CA 94062-1725",$,4,Fast Food,,,,,,,,37.49119,-122.24018,11,https://www.tripadvisor.com/Restaurant_Review-g32956-d4652304-Reviews-Ben_Franks_No_2-Redwood_City_California.html
1093231,Best Bite,"1414 W El Camino Real, Mountain View, CA 94040-2406",,3,Middle Eastern,Persian,,,,,,,37.38929,-122.09042,3,https://www.tripadvisor.com/Restaurant_Review-g32761-d1093231-Reviews-Best_Bite-Mountain_View_California.html
921393,Better Bagel,"1040 Grant Rd Ste 160, Mountain View, CA 94040-3274",,4.5,,,,,,,,,37.37926,-122.07532,3,https://www.tripadvisor.com/Restaurant_Review-g32761-d921393-Reviews-Better_Bagel-Mountain_View_California.html
13546805,Bevri,"530 Bryant St, Palo Alto, CA 94301-1703",$$ - $$$,4.5,Georgian,Eastern European,Vegetarian Friendly,Vegan Options,,,,,37.445423,-122.16109,25,https://www.tripadvisor.com/Restaurant_Review-g32849-d13546805-Reviews-Bevri-Palo_Alto_California.html
9604853,Bill's Cafe,"3163 Middlefield Rd, Palo Alto, CA 94306-3044",$$ - $$$,4,American,Cafe,Vegetarian Friendly,Vegan Options,,,,,37.42966,-122.12291,28,https://www.tripadvisor.com/Restaurant_Review-g32849-d9604853-Reviews-Bill_s_Cafe-Palo_Alto_California.html
2528990,Birch Street,"2363 Birch St, Palo Alto, CA 94306-1602",,4,Italian,French,American,,,,,,37.4278,-122.14425,17,https://www.tripadvisor.com/Restaurant_Review-g32849-d2528990-Reviews-Birch_Street-Palo_Alto_California.html
9746767,Bird Dog,"420 Ramona St, Palo Alto, CA 94301-1707",$$$$,4,American,Vegetarian Friendly,Vegan Options,Gluten Free Options,,,,,37.445805,-122.163055,92,https://www.tripadvisor.com/Restaurant_Review-g32849-d9746767-Reviews-Bird_Dog-Palo_Alto_California.html
15335980,Biryaniz,"246 Castro St, Mountain View, CA 94041-1204",,4,Indian,,,,,,,,37.39338,-122.07964,2,https://www.tripadvisor.com/Restaurant_Review-g32761-d15335980-Reviews-Biryaniz-Mountain_View_California.html
3786176,Bistro Elan,"2363A Birch St, Palo Alto, CA 94306-1602",$$$$,4,French,,,,,,,,37.4278,-122.14425,14,https://www.tripadvisor.com/Restaurant_Review-g32849-d3786176-Reviews-Bistro_Elan-Palo_Alto_California.html
950217,Bistro Maxine,"548 Ramona St, Palo Alto, CA 94301-1709",$$ - $$$,4,French,Cafe,,,,,,,37.44476,-122.16131,45,https://www.tripadvisor.com/Restaurant_Review-g32849-d950217-Reviews-Bistro_Maxine-Palo_Alto_California.html
364537,Bistro Vida,"641 Santa Cruz Ave, Menlo Park, CA 94025-4502",$$ - $$$,4,French,European,Vegetarian Friendly,,,,,,37.45254,-122.18365,118,https://www.tripadvisor.com/Restaurant_Review-g32704-d364537-Reviews-Bistro_Vida-Menlo_Park_California.html
12281184,Black Pepper Restaurant,"1029 El Camino Real, Menlo Park, CA 94025-4305",$$ - $$$,4.5,Asian,Fusion,Thai,Singaporean,Malaysian,Vegetarian Friendly,Vegan Options,,37.452965,-122.1822,34,https://www.tripadvisor.com/Restaurant_Review-g32704-d12281184-Reviews-Black_Pepper_Restaurant-Menlo_Park_California.html
8119512,Blacksmith,"2048 Broadway St, Redwood City, CA 94063-1802",$$ - $$$,4.5,Bar,Pub,,,,,,,37.48682,-122.22734,17,https://www.tripadvisor.com/Restaurant_Review-g32956-d8119512-Reviews-Blacksmith-Redwood_City_California.html
15662296,Blind Tasting Beer and Wine Bar,"749 Laurel St, San Carlos, CA 94070-3113",,4.5,,,,,,,,,37.50473,-122.25859,3,https://www.tripadvisor.com/Restaurant_Review-g33011-d15662296-Reviews-Blind_Tasting_Beer_and_Wine_Bar-San_Carlos_California.html
